1.0,14695250,28646044,4107153
2.0,13623303,16473866,9403907
3.0,3655945,6216711,1728886
4.0,2290843,3434912,1724688
4.0,2531376,5351802,1603862
5.0,2352236,3665368,1611325
1.0,10106284,21261657,4896488
